DATE,REVENUE,COGS,FORECASTED_REVENUE,Product_id,Region_id
2023-03-02 15:07:24.446047,3910.85,757.11,2582.06,5,3
2023-03-03 15:07:24.446047,2044.75,2403.38,1775.62,1,2
2023-03-04 15:07:24.446047,3965.03,1171.15,2909.47,3,2
2023-03-05 15:07:24.446047,2804.07,758.4,4683.28,3,3
2023-03-06 15:07:24.446047,3884.8,1661.55,3777.16,2,4
2023-03-07 15:07:24.446047,2315.0,2203.31,1477.42,4,5
2023-03-08 15:07:24.446047,4173.31,500.68,3537.62,5,4
2023-03-09 15:07:24.446047,4625.68,1883.61,4195.43,5,4
2023-03-10 15:07:24.446047,3270.81,1645.68,2773.71,1,5
2023-03-11 15:07:24.446047,1462.01,1642.98,2299.9,4,2
2023-03-12 15:07:24.446047,1990.09,2237.05,4011.09,4,5
2023-03-13 15:07:24.446047,1541.33,1117.23,4516.47,3,1
2023-03-14 15:07:24.446047,2613.59,1312.63,3402.36,5,4
2023-03-15 15:07:24.446047,3938.42,1971.56,2628.59,1,2
2023-03-16 15:07:24.446047,2091.29,1214.6,4770.17,1,2
2023-03-17 15:07:24.446047,2846.61,1596.66,4783.67,5,3
2023-03-18 15:07:24.446047,1106.93,705.89,4720.82,3,2
2023-03-19 15:07:24.446047,2095.49,1601.23,3747.07,2,4
2023-03-20 15:07:24.446047,2656.08,718.27,4367.7,4,1
2023-03-21 15:07:24.446047,1799.9,2327.07,4555.52,3,1
2023-03-22 15:07:24.446047,3389.07,1416.82,2445.9,3,1
2023-03-23 15:07:24.446047,1496.46,743.23,2340.62,5,1
2023-03-24 15:07:24.446047,2464.48,1670.7,2570.04,3,2
2023-03-25 15:07:24.446047,4489.56,1024.19,2790.1,2,2
2023-03-26 15:07:24.446047,4394.17,1084.76,1271.4,1,2
2023-03-27 15:07:24.446047,1033.19,819.24,3236.27,1,4
2023-03-28 15:07:24.446047,4510.52,1428.8,2285.75,3,2
2023-03-29 15:07:24.446047,3715.59,1474.34,4203.3,5,3
2023-03-30 15:07:24.446047,2783.79,1774.39,1093.67,5,4
2023-03-31 15:07:24.446047,2319.15,1548.97,1294.22,1,4
2023-04-01 15:07:24.446047,4132.8,817.86,4736.34,3,5
2023-04-02 15:07:24.446047,4863.18,2331.04,2703.19,4,2
2023-04-03 15:07:24.446047,3201.17,972.58,2704.45,5,4
2023-04-04 15:07:24.446047,3383.84,789.8,4290.76,5,5
2023-04-05 15:07:24.446047,1632.16,2068.66,1409.45,5,5
2023-04-06 15:07:24.446047,1766.43,1090.8,2591.54,2,4
2023-04-07 15:07:24.446047,2296.46,653.61,2978.96,2,2
2023-04-08 15:07:24.446047,2705.72,749.03,1287.38,2,2
2023-04-09 15:07:24.446047,2948.73,2159.54,4697.61,4,3
2023-04-10 15:07:24.446047,3780.79,615.04,3818.47,4,5
2023-04-11 15:07:24.446047,4579.7,1654.42,2624.01,5,2
2023-04-12 15:07:24.446047,3108.94,1612.87,3636.65,4,4
2023-04-13 15:07:24.446047,1750.06,2304.6,4655.37,2,3
2023-04-14 15:07:24.446047,2986.84,2151.38,1618.28,2,1
2023-04-15 15:07:24.446047,2502.15,852.07,3656.21,3,4
2023-04-16 15:07:24.446047,4312.26,2148.93,1089.07,3,3
2023-04-17 15:07:24.446047,1100.58,704.61,3614.42,4,4
2023-04-18 15:07:24.446047,2563.12,1601.71,2039.64,3,1
2023-04-19 15:07:24.446047,1962.64,1795.61,1580.23,5,5
2023-04-20 15:07:24.446047,3079.13,2394.32,1036.29,4,1
2023-04-21 15:07:24.446047,3393.37,573.01,2184.87,4,4
2023-04-22 15:07:24.446047,4486.37,820.81,3412.38,3,4
2023-04-23 15:07:24.446047,2165.77,2374.06,1716.6,2,4
2023-04-24 15:07:24.446047,1744.74,792.27,2793.67,2,2
2023-04-25 15:07:24.446047,3283.41,546.38,4674.29,2,3
2023-04-26 15:07:24.446047,2753.21,1289.51,4203.53,5,4
2023-04-27 15:07:24.446047,2919.14,2079.39,4467.76,1,2
2023-04-28 15:07:24.446047,4771.53,1219.23,1747.33,5,2
2023-04-29 15:07:24.446047,3579.35,851.41,3506.26,5,2
2023-04-30 15:07:24.446047,2912.82,1852.22,1159.89,3,3
2023-05-01 15:07:24.446047,3317.79,1288.07,1865.32,2,1
2023-05-02 15:07:24.446047,3129.53,1205.7,4403.68,2,2
2023-05-03 15:07:24.446047,4133.95,2146.59,4568.35,1,5
2023-05-04 15:07:24.446047,3163.31,2089.8,1660.89,3,1
2023-05-05 15:07:24.446047,1128.05,683.25,4291.39,2,1
2023-05-06 15:07:24.446047,1055.22,1482.38,4687.02,2,2
2023-05-07 15:07:24.446047,4932.57,881.81,4979.52,1,4
2023-05-08 15:07:24.446047,4270.11,645.43,1485.71,2,5
2023-05-09 15:07:24.446047,4762.5,1854.17,2175.44,4,4
2023-05-10 15:07:24.446047,4295.43,1130.19,1313.78,3,3
2023-05-11 15:07:24.446047,1740.57,737.74,2509.91,5,2
2023-05-12 15:07:24.446047,1439.35,2497.61,1548.91,2,5
2023-05-13 15:07:24.446047,1426.98,1634.45,3266.07,1,3
2023-05-14 15:07:24.446047,2258.99,874.47,1846.09,1,3
2023-05-15 15:07:24.446047,3026.24,1703.77,1509.15,4,5
2023-05-16 15:07:24.446047,1582.13,2413.93,4392.36,2,5
2023-05-17 15:07:24.446047,3993.8,598.92,4440.85,2,5
2023-05-18 15:07:24.446047,4875.62,2162.32,1124.0,2,1
2023-05-19 15:07:24.446047,2761.21,855.79,2463.06,1,5
2023-05-20 15:07:24.446047,4542.38,1387.52,3936.83,4,2
2023-05-21 15:07:24.446047,1867.6,1926.01,2609.68,5,1
2023-05-22 15:07:24.446047,1454.74,1384.47,3416.15,3,1
2023-05-23 15:07:24.446047,1061.55,1821.6,4248.66,3,3
2023-05-24 15:07:24.446047,4086.29,2044.98,3416.51,4,2
2023-05-25 15:07:24.446047,1382.92,1363.6,3701.72,1,1
2023-05-26 15:07:24.446047,3191.05,836.8,1737.71,1,2
2023-05-27 15:07:24.446047,2725.73,806.69,1123.31,1,5
2023-05-28 15:07:24.446047,1909.11,1286.82,2260.63,3,4
2023-05-29 15:07:24.446047,3330.52,2269.29,1940.17,5,1
2023-05-30 15:07:24.446047,4485.63,1523.66,4559.47,3,4
2023-05-31 15:07:24.446047,2669.05,962.41,2099.81,5,3
2023-06-01 15:07:24.446047,1705.44,2494.84,4526.38,3,3
2023-06-02 15:07:24.446047,3190.24,782.21,4677.28,5,1
2023-06-03 15:07:24.446047,3558.44,2385.53,1650.12,3,5
2023-06-04 15:07:24.446047,3227.58,1044.57,4062.92,4,3
2023-06-05 15:07:24.446047,1725.84,947.01,4705.56,4,5
2023-06-06 15:07:24.446047,1273.16,2177.85,1168.01,5,2
2023-06-07 15:07:24.446047,1494.32,2487.3,3687.35,5,3
2023-06-08 15:07:24.446047,2803.84,711.94,1326.27,4,2
2023-06-09 15:07:24.446047,2100.69,2129.01,1077.72,3,4
2023-06-10 15:07:24.446047,3441.75,1549.53,1219.42,1,3
2023-06-11 15:07:24.446047,4807.38,1014.51,1132.11,3,3
2023-06-12 15:07:24.446047,1764.26,1581.49,2265.08,2,2
2023-06-13 15:07:24.446047,4913.34,1891.83,2760.18,2,3
2023-06-14 15:07:24.446047,4904.57,1195.09,4916.35,4,1
2023-06-15 15:07:24.446047,1097.26,1400.87,3823.94,1,1
2023-06-16 15:07:24.446047,4959.38,666.89,1517.45,5,5
2023-06-17 15:07:24.446047,3291.96,716.26,3773.59,4,4
2023-06-18 15:07:24.446047,3767.96,1380.1,1740.44,1,5
2023-06-19 15:07:24.446047,1450.09,1883.68,4242.4,5,2
2023-06-20 15:07:24.446047,3451.69,542.07,1844.86,1,5
2023-06-21 15:07:24.446047,3635.95,1011.75,2625.15,2,5
2023-06-22 15:07:24.446047,2891.52,1806.4,1460.11,3,1
2023-06-23 15:07:24.446047,2184.65,1608.5,2688.23,3,2
2023-06-24 15:07:24.446047,1483.48,1889.66,3130.59,4,3
2023-06-25 15:07:24.446047,4370.97,1008.83,3781.24,2,3
2023-06-26 15:07:24.446047,3476.65,2443.28,1556.91,1,3
2023-06-27 15:07:24.446047,2407.39,1214.2,1309.19,5,5
2023-06-28 15:07:24.446047,3037.27,1259.27,1475.61,1,4
2023-06-29 15:07:24.446047,4103.8,1384.83,2661.89,1,1
2023-06-30 15:07:24.446047,3550.66,693.9,2670.76,3,1
2023-07-01 15:07:24.446047,1501.7,1687.06,2350.59,4,3
2023-07-02 15:07:24.446047,4873.16,2090.68,4113.03,3,2
2023-07-03 15:07:24.446047,2542.0,1046.9,3141.06,1,2
2023-07-04 15:07:24.446047,4224.78,2086.12,1654.69,1,2
2023-07-05 15:07:24.446047,1447.17,2081.65,3722.04,4,1
2023-07-06 15:07:24.446047,4307.52,1953.94,4841.42,1,5
2023-07-07 15:07:24.446047,4604.1,1717.89,3959.15,5,1
2023-07-08 15:07:24.446047,4262.2,1978.8,1678.97,1,2
2023-07-09 15:07:24.446047,4328.77,1571.45,3478.75,3,1
2023-07-10 15:07:24.446047,1921.9,1145.54,3274.17,3,4
2023-07-11 15:07:24.446047,3074.04,892.84,4749.04,4,2
2023-07-12 15:07:24.446047,3951.5,1924.48,3634.0,1,4
2023-07-13 15:07:24.446047,4487.85,2416.14,1697.39,1,5
2023-07-14 15:07:24.446047,1611.19,1191.93,3364.93,5,2
2023-07-15 15:07:24.446047,1497.34,934.64,4610.96,5,4
2023-07-16 15:07:24.446047,1560.67,2381.26,4281.41,1,5
2023-07-17 15:07:24.446047,1999.74,2288.3,1533.85,1,5
2023-07-18 15:07:24.446047,1950.37,1765.71,3495.31,1,2
2023-07-19 15:07:24.446047,3097.92,1599.12,4540.24,3,5
2023-07-20 15:07:24.446047,4424.06,1605.75,1308.23,2,2
2023-07-21 15:07:24.446047,4733.05,540.46,1681.98,5,4
2023-07-22 15:07:24.446047,4531.18,1102.88,4277.73,1,3
2023-07-23 15:07:24.446047,4101.5,1593.16,2883.88,3,5
2023-07-24 15:07:24.446047,3967.02,2201.32,4332.36,4,3
2023-07-25 15:07:24.446047,3428.72,802.65,2600.75,2,2
2023-07-26 15:07:24.446047,4030.64,2435.8,2936.0,2,5
2023-07-27 15:07:24.446047,2746.36,1049.59,2687.15,2,5
2023-07-28 15:07:24.446047,2103.3,1923.03,2552.86,1,1
2023-07-29 15:07:24.446047,3033.38,963.26,2360.09,1,3
2023-07-30 15:07:24.446047,2592.81,843.91,1116.38,5,4
2023-07-31 15:07:24.446047,3330.67,2288.82,3376.73,1,1
2023-08-01 15:07:24.446047,3217.34,1814.93,3423.52,2,3
2023-08-02 15:07:24.446047,2294.87,1537.54,3188.75,2,4
2023-08-03 15:07:24.446047,1048.75,754.43,4997.38,3,4
2023-08-04 15:07:24.446047,2652.32,946.54,2200.1,3,4
2023-08-05 15:07:24.446047,1075.88,1909.25,4150.97,3,5
2023-08-06 15:07:24.446047,4158.86,2007.62,3178.34,2,4
2023-08-07 15:07:24.446047,1659.52,537.21,1680.52,4,5
2023-08-08 15:07:24.446047,4144.19,1575.46,4929.32,3,2
2023-08-09 15:07:24.446047,2631.18,1882.4,1758.69,2,2
2023-08-10 15:07:24.446047,3352.23,556.5,4535.06,4,2
2023-08-11 15:07:24.446047,1255.02,2363.77,1893.68,5,5
2023-08-12 15:07:24.446047,2913.33,932.76,4862.23,4,4
2023-08-13 15:07:24.446047,3026.42,2107.76,2448.97,5,1
2023-08-14 15:07:24.446047,3932.7,1960.29,1545.19,3,5
2023-08-15 15:07:24.446047,4266.69,717.85,1957.82,1,4
2023-08-16 15:07:24.446047,4719.84,1815.74,2942.0,5,2
2023-08-17 15:07:24.446047,3676.5,2152.25,2476.83,4,4
2023-08-18 15:07:24.446047,4014.95,1486.83,2114.82,4,1
2023-08-19 15:07:24.446047,1575.06,582.47,4520.66,2,2
2023-08-20 15:07:24.446047,3142.44,782.85,1453.41,4,1
2023-08-21 15:07:24.446047,3594.72,1161.06,2044.03,4,4
2023-08-22 15:07:24.446047,4086.14,1965.54,3388.1,3,3
2023-08-23 15:07:24.446047,1531.09,848.38,2846.9,2,5
2023-08-24 15:07:24.446047,1475.73,2063.39,1025.7,4,2
2023-08-25 15:07:24.446047,2385.4,2144.83,1098.41,2,3
2023-08-26 15:07:24.446047,4533.22,887.99,3237.75,3,3
2023-08-27 15:07:24.446047,2457.41,2044.96,2422.14,3,2
2023-08-28 15:07:24.446047,4967.73,1168.63,3530.11,4,3
2023-08-29 15:07:24.446047,1949.59,1025.0,3515.54,3,3
2023-08-30 15:07:24.446047,4435.49,2195.8,4653.67,2,3
2023-08-31 15:07:24.446047,2077.7,2185.14,1204.83,2,2
2023-09-01 15:07:24.446047,1854.12,2111.16,1233.15,2,5
2023-09-02 15:07:24.446047,4569.45,2013.35,3702.07,4,2
2023-09-03 15:07:24.446047,2853.6,1435.5,3527.23,3,4
2023-09-04 15:07:24.446047,1233.03,2339.19,3842.91,2,3
2023-09-05 15:07:24.446047,3905.8,601.84,3985.63,2,3
2023-09-06 15:07:24.446047,2641.07,769.11,3918.69,1,2
2023-09-07 15:07:24.446047,3964.54,1174.1,4506.26,2,5
2023-09-08 15:07:24.446047,2330.72,724.87,2602.72,1,4
2023-09-09 15:07:24.446047,1158.97,2155.82,2464.95,4,3
2023-09-10 15:07:24.446047,1286.19,862.81,3664.7,2,2
2023-09-11 15:07:24.446047,2182.88,1152.65,2655.78,1,3
2023-09-12 15:07:24.446047,4691.67,880.82,1013.59,5,2
2023-09-13 15:07:24.446047,1783.03,2230.88,1624.52,3,2
2023-09-14 15:07:24.446047,4352.54,1555.2,3873.87,4,4
2023-09-15 15:07:24.446047,4237.01,502.18,4836.05,1,3
2023-09-16 15:07:24.446047,2251.36,695.14,2520.19,4,3
2023-09-17 15:07:24.446047,4406.92,1820.05,2858.59,4,4
2023-09-18 15:07:24.446047,2113.93,1028.85,2577.23,4,2
2023-09-19 15:07:24.446047,1694.04,1665.8,4536.53,5,5
2023-09-20 15:07:24.446047,4486.04,2423.38,2147.62,5,2
2023-09-21 15:07:24.446047,2071.92,2247.81,3853.47,3,5
2023-09-22 15:07:24.446047,3935.54,1947.96,2740.18,3,5
2023-09-23 15:07:24.446047,1924.89,744.08,3784.04,4,1
2023-09-24 15:07:24.446047,3919.92,1132.42,3905.1,2,5
2023-09-25 15:07:24.446047,1713.17,1965.43,3676.24,3,5
2023-09-26 15:07:24.446047,4834.91,1519.64,1309.35,4,2
2023-09-27 15:07:24.446047,2825.52,1845.24,1658.97,5,3
2023-09-28 15:07:24.446047,2769.71,2368.61,2323.51,4,3
2023-09-29 15:07:24.446047,4841.18,904.21,3515.31,3,3
2023-09-30 15:07:24.446047,1757.47,1845.96,3522.39,4,3
2023-10-01 15:07:24.446047,2464.94,1627.67,3577.19,3,2
2023-10-02 15:07:24.446047,2022.75,1395.37,2413.53,3,5
2023-10-03 15:07:24.446047,1338.4,1177.41,1827.3,2,4
2023-10-04 15:07:24.446047,1813.33,1465.37,3646.31,3,5
2023-10-05 15:07:24.446047,4286.2,1840.0,2793.38,3,5
2023-10-06 15:07:24.446047,1867.39,2248.52,4344.4,2,4
2023-10-07 15:07:24.446047,3314.56,2072.17,3521.25,2,1
2023-10-08 15:07:24.446047,2483.25,2463.19,2396.35,5,3
2023-10-09 15:07:24.446047,4578.25,2160.77,2484.53,5,4
2023-10-10 15:07:24.446047,4757.39,1165.48,3439.56,1,2
2023-10-11 15:07:24.446047,2226.65,1863.14,4253.61,3,4
2023-10-12 15:07:24.446047,3528.86,2389.09,2053.23,3,1
2023-10-13 15:07:24.446047,4865.73,1073.42,2219.51,5,2
2023-10-14 15:07:24.446047,3741.06,2494.41,4783.0,4,2
2023-10-15 15:07:24.446047,1451.83,2137.9,2492.17,3,2
2023-10-16 15:07:24.446047,1726.96,1185.93,1004.7,5,4
2023-10-17 15:07:24.446047,2082.99,866.9,1043.16,3,1
2023-10-18 15:07:24.446047,1896.36,715.91,2787.61,2,3
2023-10-19 15:07:24.446047,4884.11,974.87,3357.88,3,4
2023-10-20 15:07:24.446047,4282.47,1821.15,1507.11,4,4
2023-10-21 15:07:24.446047,4509.9,1061.45,3989.12,4,3
2023-10-22 15:07:24.446047,4159.14,1051.71,3948.43,5,4
2023-10-23 15:07:24.446047,4257.75,616.58,3441.35,1,4
2023-10-24 15:07:24.446047,3391.12,2206.28,2487.36,2,4
2023-10-25 15:07:24.446047,3074.61,1239.47,4249.75,4,1
2023-10-26 15:07:24.446047,2861.31,1606.09,1197.48,1,5
2023-10-27 15:07:24.446047,4847.02,2004.92,4407.99,4,2
2023-10-28 15:07:24.446047,2394.39,1178.64,1568.45,2,3
2023-10-29 15:07:24.446047,4058.11,1721.69,2353.01,3,3
2023-10-30 15:07:24.446047,3919.8,2093.95,4186.3,4,1
2023-10-31 15:07:24.446047,1193.46,2443.92,2932.2,2,1
2023-11-01 15:07:24.446047,1476.46,1367.63,4869.88,1,3
2023-11-02 15:07:24.446047,2969.27,1047.28,4588.05,3,2
2023-11-03 15:07:24.446047,3422.6,1882.06,1856.65,4,3
2023-11-04 15:07:24.446047,4951.58,2397.15,2633.29,3,4
2023-11-05 15:07:24.446047,1103.03,550.89,2214.01,1,1
2023-11-06 15:07:24.446047,3121.86,796.95,1529.5,1,3
2023-11-07 15:07:24.446047,1689.93,959.82,1302.45,1,2
2023-11-08 15:07:24.446047,4022.88,2192.51,1177.24,3,4
2023-11-09 15:07:24.446047,2102.88,2128.38,2677.89,3,4
2023-11-10 15:07:24.446047,1980.83,2468.78,1766.16,1,1
2023-11-11 15:07:24.446047,2649.09,1251.57,1750.71,4,2
2023-11-12 15:07:24.446047,1003.72,1791.83,4120.94,2,1
2023-11-13 15:07:24.446047,2921.07,1269.26,1095.31,4,4
2023-11-14 15:07:24.446047,4446.24,1113.25,2651.88,4,4
2023-11-15 15:07:24.446047,4691.61,1590.92,1772.65,2,5
2023-11-16 15:07:24.446047,3260.25,2022.85,2014.98,1,1
2023-11-17 15:07:24.446047,2479.55,1379.67,1447.85,5,1
2023-11-18 15:07:24.446047,1971.93,2236.09,3213.45,3,5
2023-11-19 15:07:24.446047,2820.51,629.84,3763.77,3,5
2023-11-20 15:07:24.446047,2511.29,689.42,2047.21,5,2
2023-11-21 15:07:24.446047,3760.15,1279.11,1821.36,2,4
2023-11-22 15:07:24.446047,3835.34,919.35,1580.14,2,4
2023-11-23 15:07:24.446047,4601.06,2054.65,3249.96,1,1
2023-11-24 15:07:24.446047,2260.81,1638.48,2638.55,5,5
2023-11-25 15:07:24.446047,1366.78,990.29,1328.05,3,4
2023-11-26 15:07:24.446047,2937.8,1381.73,1929.46,5,2
2023-11-27 15:07:24.446047,3426.56,1507.28,4222.82,4,1
2023-11-28 15:07:24.446047,4219.56,2381.29,4335.85,2,4
2023-11-29 15:07:24.446047,2145.26,1437.85,2103.81,3,1
2023-11-30 15:07:24.446047,1308.53,1538.03,2769.62,5,1
2023-12-01 15:07:24.446047,4532.65,1642.75,4362.75,5,1
2023-12-02 15:07:24.446047,3027.89,1583.04,2929.38,1,2
2023-12-03 15:07:24.446047,1202.82,1886.98,4419.88,5,3
2023-12-04 15:07:24.446047,1226.24,1214.48,4564.64,1,4
2023-12-05 15:07:24.446047,1759.87,760.09,4470.45,5,1
2023-12-06 15:07:24.446047,2427.46,1378.69,4189.2,4,2
2023-12-07 15:07:24.446047,3960.11,2030.01,1398.5,4,1
2023-12-08 15:07:24.446047,3479.14,780.33,4235.92,3,5
2023-12-09 15:07:24.446047,1245.23,545.26,2477.58,1,3
2023-12-10 15:07:24.446047,4859.06,2038.56,3288.24,2,1
2023-12-11 15:07:24.446047,1170.98,641.67,3429.86,4,1
2023-12-12 15:07:24.446047,1601.5,1876.24,1914.52,1,5
2023-12-13 15:07:24.446047,4882.53,1510.39,1234.56,1,1
2023-12-14 15:07:24.446047,2449.92,2076.69,1581.74,4,1
